user_id,user_grade,user_sex,user_region,user_city,user_community,user_school,user_current_grade,user_created_at,user_updated_at,pre_tests_res_id,pre_tests_res_test_id,pre_tests_res_answer,pre_tests_res_time,pre_tests_res_count,pre_tests_res_status,pre_tests_res_date,tests_question_id,tests_question_right_answers,region_name,answers_checked,topic
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3661,2890,6,232,2,1,2019-06-08 09:59:31,2890,6,Armavir,1,health_determinants
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3662,2891,1,232,2,1,2019-06-08 09:59:31,2891,1,Armavir,1,violence
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3663,2892,2,232,2,1,2019-06-08 09:59:31,2892,2,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3664,2893,2,232,2,1,2019-06-08 09:59:31,2893,2,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3665,2894,1,232,2,1,2019-06-08 09:59:31,2894,1,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3666,2895,1,232,2,1,2019-06-08 09:59:31,2895,1,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3667,2896,1,232,2,1,2019-06-08 09:59:31,2896,1,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3668,2897,2,232,2,1,2019-06-08 09:59:31,2897,2,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3669,2898,1,232,2,1,2019-06-08 09:59:31,2898,1,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3670,2899,2,232,2,1,2019-06-08 09:59:31,2899,2,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3671,2900,1,232,2,1,2019-06-08 09:59:31,2900,1,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3672,2901,2,232,2,1,2019-06-08 09:59:31,2901,2,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3673,2902,1,232,2,1,2019-06-08 09:59:31,2902,1,Armavir,1,pregnancy
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3674,2903,1,232,2,1,2019-06-08 09:59:31,2903,1,Armavir,1,pregnancy
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3675,2904,1,232,2,1,2019-06-08 09:59:31,2904,1,Armavir,1,pregnancy
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3676,2905,2,232,2,1,2019-06-08 09:59:31,2905,2,Armavir,1,pregnancy
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3677,2906,1,232,2,1,2019-06-08 09:59:31,2906,1,Armavir,1,pregnancy
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3678,2907,1,232,2,1,2019-06-08 09:59:31,2907,1,Armavir,1,pregnancy
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3679,2908,7,232,2,1,2019-06-08 09:59:31,2908,"1,2,3,5",Armavir,7,attitudes
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3680,2909,6,232,2,1,2019-06-08 09:59:31,2909,"1,2,3,5",Armavir,6,attitudes
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3681,2910,1,232,2,1,2019-06-08 09:59:31,2910,"1,2,3,5",Armavir,1,attitudes
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3682,2911,9,232,2,1,2019-06-08 09:59:31,2911,"1,2,3,5",Armavir,9,attitudes
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3683,2912,10,232,2,1,2019-06-08 09:59:31,2912,"1,2,3,5",Armavir,10,attitudes
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3684,2913,8,232,2,1,2019-06-08 09:59:31,2913,"1,2,3,5",Armavir,8,attitudes
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3685,2914,7,232,2,1,2019-06-08 09:59:31,2914,"1,2,3,5",Armavir,7,attitudes
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3686,2915,10,232,2,1,2019-06-08 09:59:31,2915,"1,2,3,5",Armavir,10,attitudes
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3687,2916,4,232,2,1,2019-06-08 09:59:31,2916,"1,2,3,5",Armavir,4,attitudes
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3688,2917,8,232,2,1,2019-06-08 09:59:31,2917,"1,2,3,5",Armavir,8,attitudes
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3689,2918,9,232,2,1,2019-06-08 09:59:31,2918,"1,2,3,5",Armavir,9,attitudes
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3690,2919,7,232,2,1,2019-06-08 09:59:31,2919,"1,2,3,5",Armavir,7,attitudes
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5569,2890,10,190,2,1,2019-06-11 19:35:32,2890,6,Armavir,0,health_determinants
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5570,2891,3,190,2,1,2019-06-11 19:35:32,2891,1,Armavir,0,violence
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5571,2892,2,190,2,1,2019-06-11 19:35:32,2892,2,Armavir,1,STIs
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5572,2893,2,190,2,1,2019-06-11 19:35:32,2893,2,Armavir,1,STIs
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5573,2894,1,190,2,1,2019-06-11 19:35:32,2894,1,Armavir,1,STIs
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5574,2895,1,190,2,1,2019-06-11 19:35:32,2895,1,Armavir,1,STIs
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5575,2896,1,190,2,1,2019-06-11 19:35:32,2896,1,Armavir,1,STIs
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5576,2897,2,190,2,1,2019-06-11 19:35:32,2897,2,Armavir,1,STIs
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5577,2898,1,190,2,1,2019-06-11 19:35:32,2898,1,Armavir,1,STIs
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5578,2899,2,190,2,1,2019-06-11 19:35:32,2899,2,Armavir,1,STIs
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5579,2900,1,190,2,1,2019-06-11 19:35:32,2900,1,Armavir,1,STIs
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5580,2901,2,190,2,1,2019-06-11 19:35:32,2901,2,Armavir,1,STIs
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5581,2902,1,190,2,1,2019-06-11 19:35:32,2902,1,Armavir,1,pregnancy
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5582,2903,1,190,2,1,2019-06-11 19:35:32,2903,1,Armavir,1,pregnancy
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5583,2904,1,190,2,1,2019-06-11 19:35:32,2904,1,Armavir,1,pregnancy
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5584,2905,2,190,2,1,2019-06-11 19:35:32,2905,2,Armavir,1,pregnancy
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5585,2906,1,190,2,1,2019-06-11 19:35:32,2906,1,Armavir,1,pregnancy
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5586,2907,1,190,2,1,2019-06-11 19:35:32,2907,1,Armavir,1,pregnancy
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5587,2908,10,190,2,1,2019-06-11 19:35:32,2908,"1,2,3,5",Armavir,10,attitudes
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5588,2909,10,190,2,1,2019-06-11 19:35:32,2909,"1,2,3,5",Armavir,10,attitudes
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5589,2910,10,190,2,1,2019-06-11 19:35:32,2910,"1,2,3,5",Armavir,10,attitudes
92,10,0,11,10,228,497,10,2019-06-08 18:50:43,2019-06-08 18:50:43,5590,2911,9,190,2,1,2019-06-11 19:35:32,2911,"1,2,3,5",Armavir,9,attitudes
