user_id,user_grade,user_sex,user_region,user_city,user_community,user_school,user_current_grade,user_created_at,user_updated_at,pre_tests_res_id,pre_tests_res_test_id,pre_tests_res_answer,pre_tests_res_time,pre_tests_res_count,pre_tests_res_status,pre_tests_res_date,tests_question_id,tests_question_right_answers,region_name,answers_checked,topic
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3276,2890,6,194,1,1,2019-06-07 16:03:46,2890,6,Armavir,1,health_determinants
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3277,2891,1,194,1,1,2019-06-07 16:03:46,2891,1,Armavir,1,violence
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3278,2892,2,194,1,1,2019-06-07 16:03:46,2892,2,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3279,2893,2,194,1,1,2019-06-07 16:03:46,2893,2,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3280,2894,1,194,1,1,2019-06-07 16:03:46,2894,1,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3281,2895,1,194,1,1,2019-06-07 16:03:46,2895,1,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3282,2896,1,194,1,1,2019-06-07 16:03:46,2896,1,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3283,2897,2,194,1,1,2019-06-07 16:03:46,2897,2,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3284,2898,1,194,1,1,2019-06-07 16:03:46,2898,1,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3285,2899,2,194,1,1,2019-06-07 16:03:46,2899,2,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3286,2900,1,194,1,1,2019-06-07 16:03:46,2900,1,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3287,2901,2,194,1,1,2019-06-07 16:03:46,2901,2,Armavir,1,STIs
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3288,2902,1,194,1,1,2019-06-07 16:03:46,2902,1,Armavir,1,pregnancy
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3289,2903,1,194,1,1,2019-06-07 16:03:46,2903,1,Armavir,1,pregnancy
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3290,2904,1,194,1,1,2019-06-07 16:03:46,2904,1,Armavir,1,pregnancy
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3291,2905,2,194,1,1,2019-06-07 16:03:46,2905,2,Armavir,1,pregnancy
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3292,2906,1,194,1,1,2019-06-07 16:03:46,2906,1,Armavir,1,pregnancy
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3293,2907,1,194,1,1,2019-06-07 16:03:46,2907,1,Armavir,1,pregnancy
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3294,2908,2,194,1,1,2019-06-07 16:03:46,2908,"1,2,3,5",Armavir,2,attitudes
73,10,0,11,10,237,506,10,2019-06-07 15:34:45,2019-06-07 15:34:45,3295,2909,8,194,1,1,2019-06-07 16:03:46,2909,"1,2,3,5",Armavir,8,attitudes
