user_id,user_grade,user_sex,user_region,user_city,user_community,user_school,user_current_grade,user_created_at,user_updated_at,help_answers_id,help_answers_user_id,help_answers_grade,help_answers_test_id,help_answers_answer,help_answers_comment,help_test_id,region_name
143,8,0,11,10,237,506,9,2019-06-12 19:55:25,2019-06-27 16:15:03,598,143,8,18,,Վարքագիծը,18,Armavir
143,8,0,11,10,237,506,9,2019-06-12 19:55:25,2019-06-27 16:15:03,599,143,8,19,,Թարմացնել հարցաշարերհ,19,Armavir
244,8,0,7,34,673,1219,8,2019-06-14 20:25:44,2019-06-14 20:25:44,723,244,8,18,,Բոլորն էլ կարևոր էին,18,Syuniq
244,8,0,7,34,673,1219,8,2019-06-14 20:25:44,2019-06-14 20:25:44,724,244,8,19,,Կրկնել և քննարկել ուսուցչի կամ ընկերների հետ ,19,Syuniq
244,8,0,7,34,673,1219,8,2019-06-14 20:25:44,2019-06-14 20:25:44,726,244,8,21,,Ամեն ինչ հասկանալի և արդյունավետ էր,21,Syuniq
246,8,0,7,34,673,1219,8,2019-06-14 20:53:14,2019-06-14 20:53:14,744,246,8,18,,Դեռահասի անձնական հիգիենայի կարևորությունը,18,Syuniq
246,8,0,7,34,673,1219,8,2019-06-14 20:53:14,2019-06-14 20:53:14,745,246,8,19,,Ներկայացնել սա որևէ մեկին`արդեն խորհրդատուի դերում,19,Syuniq
246,8,0,7,34,673,1219,8,2019-06-14 20:53:14,2019-06-14 20:53:14,747,246,8,21,,"Լիովին բավարարված եմ, ուստի առաջարկներ չունեմ",21,Syuniq
256,8,0,7,34,673,1219,8,2019-06-15 10:03:35,2019-06-15 10:03:35,783,256,8,18,,Amen puln el ancnelis mi nor ban ei sovorum,18,Syuniq
256,8,0,7,34,673,1219,8,2019-06-15 10:03:35,2019-06-15 10:03:35,784,256,8,19,,Avelacnelu vojinj chka,19,Syuniq
309,8,0,7,34,674,1229,8,2019-06-17 10:20:42,2019-06-17 10:38:01,879,309,8,18,,"Հիգենիան ,մարզվածությունը ",18,Syuniq
309,8,0,7,34,674,1229,8,2019-06-17 10:20:42,2019-06-17 10:38:01,880,309,8,19,,Ինձ թվում է որ այստեղ ամեն ինչ գրեթե բարելաված է,19,Syuniq
391,8,0,4,26,520,1003,8,2019-06-20 16:03:57,2019-06-20 16:03:57,1076,391,8,18,,Պատասխանատու վարքագծին տրված տոկոսային հարաբերությունը:,18,Shirak
391,8,0,4,26,520,1003,8,2019-06-20 16:03:57,2019-06-20 16:03:57,1077,391,8,19,,Ամեն ինչ իդեալական էր:,19,Shirak
391,8,0,4,26,520,1003,8,2019-06-20 16:03:57,2019-06-20 16:03:57,1079,391,8,21,,Չկան:)),21,Shirak
365,8,0,4,26,520,1005,8,2019-06-20 11:31:48,2019-06-20 11:31:48,1117,365,8,18,,"Հիգիենայի պահպանման մասին գիտելիքները, հասունացման մասին տեղեկությունները։",18,Shirak
365,8,0,4,26,520,1005,8,2019-06-20 11:31:48,2019-06-20 11:31:48,1118,365,8,19,,"Ամեն ինչ հիանալի է, կարծում եմ բարելավելու խնդիր չկա։",19,Shirak
340,8,0,4,26,520,994,8,2019-06-19 14:14:33,2019-06-19 14:14:33,1156,340,8,18,,"Ճիշտ և ռացիոնալ սնվելը, ունենալ ռեժիմ սննդակարգի համար, ինչպես նաև միաբնույթ չսնվել,պետքե սնվել բազմատեսակ ուտելիքներով, քանի որ որոշ ուտելիքներ ունեն այնպիսի առանձնահատկություններ ինչը չունեն մնացացը։ Առողջությանը վերաբերող հաջորդ կետը մարզանքն է, իհարկե ոչ կանոնավոր բայց ժամանակ առ ժամանակ պարտադիր է։ Առողը լինելու համար անհրաժեշտ է նաև ունենալ առոց և լավ շրջապատ։ Առողջությանն է վերաբերում նաև հիգիենան ...",18,Shirak
340,8,0,4,26,520,994,8,2019-06-19 14:14:33,2019-06-19 14:14:33,1157,340,8,21,,Չկան,21,Shirak
397,8,0,4,26,520,992,8,2019-06-20 21:04:03,2019-06-20 21:04:03,1192,397,8,18,,"Որ պետք է հետևել հիգենիային ,պետք է հետևել ինքտ քեզ և այլ։ Շատ բանեի ես սովորեցի այս դասընթացի ժամանակ։",18,Shirak
397,8,0,4,26,520,992,8,2019-06-20 21:04:03,2019-06-20 21:04:03,1193,397,8,19,,Չգիտեմ,19,Shirak
397,8,0,4,26,520,992,8,2019-06-20 21:04:03,2019-06-20 21:04:03,1195,397,8,21,,Չունեմ որովհետև բավարարված եմ այս ամենով ։,21,Shirak
